"company_code","company_name","board","listing_date","industry","city","total_market_cap_yi","float_market_cap_yi","pe","is_current_year_new","market_cap_rank","is_top10_market_cap"
"920130.BJ","立方控股","北证","2023-11-02","软件和信息技术服务业","杭州市",14.021,4.614,-27.9427,FALSE,204,FALSE
"920374.BJ","云里物里","北证","2022-11-29","计算机、通信和其他电子设备制造业","深圳市",14.0048,5.0003,103.5073,FALSE,205,FALSE
"920786.BJ","骑士乳业","北证","2023-10-13","畜牧业","包头市",13.9856,6.893,27.5189,FALSE,206,FALSE
"920541.BJ","铁大科技","北证","2023-03-10","铁路、船舶、航空航天和其他运输设备制造业","上海市",13.8887,6.0298,18.8176,FALSE,207,FALSE
"920896.BJ","旺成科技","北证","2023-04-19","通用设备制造业","重庆市",13.7463,3.5059,22.3556,FALSE,208,FALSE
"920346.BJ","威贸电子","北证","2022-02-23","计算机、通信和其他电子设备制造业","上海市",13.6626,4.7618,29.0972,FALSE,209,FALSE
"920204.BJ","沪江材料","北证","2022-01-18","橡胶和塑料制品业","南京市",13.6152,4.7325,55.6801,FALSE,210,FALSE
"920639.BJ","晨光电缆","北证","2022-07-12","电气机械和器材制造业","平湖市",13.4467,6.1654,65.8371,FALSE,211,FALSE
"920753.BJ","天纺标","北证","2022-10-31","专业技术服务业","天津市",13.4399,3.7374,37.997,FALSE,212,FALSE
"920665.BJ","科强股份","北证","2023-09-26","橡胶和塑料制品业","江阴市",13.389,4.2667,41.9592,FALSE,213,FALSE
"920066.BJ","科拜尔","北证","2024-10-31","橡胶和塑料制品业","合肥市",13.3375,4.2171,53.7684,FALSE,214,FALSE
"920570.BJ","坤博精工","北证","2023-11-23","通用设备制造业","嘉兴市",13.2699,4.7114,94.1986,FALSE,215,FALSE
"920175.BJ","东方碳素","北证","2023-06-30","非金属矿物制品业","平顶山市",13.2209,7.3384,-11.3976,FALSE,216,FALSE
"920168.BJ","通宝光电","北证","2026-02-26","汽车制造业","常州市",13.1478,4.9277,18.6932,TRUE,217,FALSE
"920976.BJ","视声智能","北证","2023-09-01","计算机、通信和其他电子设备制造业","广州市",12.8993,5.104,19.8598,FALSE,218,FALSE
"920475.BJ","三友科技","北证","2020-07-27","专用设备制造业","台州市",12.8649,3.6544,-536.5906,FALSE,219,FALSE
"920022.BJ","世昌股份","北证","2025-09-19","汽车制造业","廊坊市",12.8484,3.539,19.3462,FALSE,220,FALSE
"920039.BJ","国义招标","北证","2021-08-18","专业技术服务业","广州市",12.8286,4.2035,46.4563,FALSE,221,FALSE
"920163.BJ","方大新材","北证","2020-07-27","橡胶和塑料制品业","石家庄市",12.7997,3.5309,26.1246,FALSE,222,FALSE
"920195.BJ","三祥科技","北证","2022-12-30","橡胶和塑料制品业","青岛市",12.7733,5.0985,12.4914,FALSE,223,FALSE
"920454.BJ","同心传动","北证","2021-11-15","汽车制造业","许昌市",12.6961,4.8371,44.9285,FALSE,224,FALSE
"920429.BJ","康比特","北证","2022-12-15","食品制造业","北京市",12.6592,6.1234,65.1007,FALSE,225,FALSE
"920964.BJ","润农节水","北证","2020-07-27","土木工程建筑业","唐山市",12.5119,6.434,-66.3536,FALSE,226,FALSE
"920651.BJ","天罡股份","北证","2023-06-27","仪器仪表制造业","威海市",12.505,3.1917,16.3681,FALSE,227,FALSE
"920367.BJ","新赣江","北证","2023-02-09","医药制造业","吉安市",12.4432,3.6503,100.512,FALSE,228,FALSE
"920992.BJ","中科美菱","北证","2022-10-18","专用设备制造业","合肥市",12.3235,4.0064,61.3219,FALSE,229,FALSE
"920392.BJ","佳合科技","北证","2022-12-30","造纸和纸制品业","昆山市",12.1913,3.0559,67.2603,FALSE,230,FALSE
"920906.BJ","舜宇精工","北证","2023-02-22","汽车制造业","余姚市",12.1429,4.1814,38.5838,FALSE,231,FALSE
"920407.BJ","驰诚股份","北证","2023-02-16","仪器仪表制造业","郑州市",12.1245,3.0685,65.0444,FALSE,232,FALSE
"920556.BJ","雅达股份","北证","2023-03-17","仪器仪表制造业","河源市",12.0986,6.3954,54.7464,FALSE,233,FALSE
"920826.BJ","盖世食品","北证","2021-01-12","农副食品加工业","大连市",12.0703,5.0982,25.0489,FALSE,234,FALSE
"920876.BJ","慧为智能","北证","2022-11-09","计算机、通信和其他电子设备制造业","深圳市",12.066,4.4903,672.4638,FALSE,235,FALSE
"920942.BJ","恒立钻具","北证","2022-12-08","专用设备制造业","武汉市",12.0555,6.4714,98.4095,FALSE,236,FALSE
"920198.BJ","微创光电","北证","2020-07-27","计算机、通信和其他电子设备制造业","武汉市",11.9732,5.1091,151.5871,FALSE,237,FALSE
"920027.BJ","交大铁发","北证","2025-06-10","铁路、船舶、航空航天和其他运输设备制造业","成都市",11.9645,6.3753,23.78,FALSE,238,FALSE
"920634.BJ","新威凌","北证","2022-11-24","金属制品业","长沙市",11.9126,3.5942,70.0725,FALSE,239,FALSE
"920642.BJ","通易航天","北证","2021-08-16","橡胶和塑料制品业","启东市",11.891,6.2013,-45.1897,FALSE,240,FALSE
"920433.BJ","大唐药业","北证","2020-07-27","医药制造业","呼和浩特市",11.8747,4.4294,-14.4659,FALSE,241,FALSE
"920395.BJ","朗鸿科技","北证","2022-09-01","计算机、通信和其他电子设备制造业","杭州市",11.7796,4.8623,32.653,FALSE,242,FALSE
"920058.BJ","华洋赛车","北证","2023-08-10","铁路、船舶、航空航天和其他运输设备制造业","丽水市",11.7606,2.9465,24.5923,FALSE,243,FALSE
"920768.BJ","拾比佰","北证","2021-06-28","电气机械和器材制造业","珠海市",11.7451,6.1032,19.9969,FALSE,244,FALSE
"920925.BJ","锦好医疗","北证","2021-10-25","专用设备制造业","惠州市",11.6321,4.5496,219.3849,FALSE,245,FALSE
"920427.BJ","华维设计","北证","2021-02-05","专业技术服务业","南昌市",11.5982,3.5277,-94.1034,FALSE,246,FALSE
"920834.BJ","三维装备","北证","2022-08-22","通用设备制造业","镇江市",11.58,3.4224,24.9015,FALSE,247,FALSE
"920833.BJ","美心翼申","北证","2023-11-08","通用设备制造业","重庆市",11.5716,5.0768,53.4027,FALSE,248,FALSE
"920378.BJ","泰德股份","北证","2022-06-20","汽车制造业","青岛市",11.5556,5.3028,50.8454,FALSE,249,FALSE
"920375.BJ","派诺科技","北证","2023-12-14","软件和信息技术服务业","珠海市",11.5303,5.91,203.8551,FALSE,250,FALSE
"920123.BJ","芭薇股份","北证","2024-03-29","化学原料和化学制品制造业","广州市",11.5221,4.1377,28.7832,FALSE,251,FALSE
"920000.BJ","安徽凤凰","北证","2020-12-23","汽车制造业","蚌埠市",11.46,3.9071,17.0936,FALSE,252,FALSE
"920857.BJ","泓禧科技","北证","2022-02-28","计算机、通信和其他电子设备制造业","重庆市",11.4119,3.4199,-27.004,FALSE,253,FALSE
"920351.BJ","华光源海","北证","2022-12-29","多式联运和运输代理业","长沙市",11.4006,4.7112,76.9531,FALSE,254,FALSE
"920496.BJ","许昌智能","北证","2024-01-26","电气机械和器材制造业","许昌市",11.3088,6.8784,114.5978,FALSE,255,FALSE
"920873.BJ","中设咨询","北证","2021-11-15","专业技术服务业","重庆市",11.3046,7.6433,-18.5076,FALSE,256,FALSE
"920575.BJ","*ST康乐","北证","2023-03-15","医药制造业","北京市",11.2938,7.5482,-2.0173,FALSE,257,FALSE
"920641.BJ","格利尔","北证","2022-12-02","计算机、通信和其他电子设备制造业","徐州市",11.1261,4.2744,205.4993,FALSE,258,FALSE
"920455.BJ","汇隆活塞","北证","2023-06-21","通用设备制造业","大连市",11.0551,3.3866,39.9821,FALSE,259,FALSE
"920866.BJ","绿亨科技","北证","2022-12-09","化学原料和化学制品制造业","广州市",10.9926,5.5646,30.684,FALSE,260,FALSE
"920263.BJ","中航泰达","北证","2020-07-27","生态保护和环境治理业","北京市",10.9887,5.1019,-29.0202,FALSE,261,FALSE
"920262.BJ","太湖雪","北证","2022-12-30","纺织业","苏州市",10.9726,2.8983,27.265,FALSE,262,FALSE
"920075.BJ","柏星龙","北证","2022-12-14","印刷和记录媒介复制业","深圳市",10.8111,4.1537,40.398,FALSE,263,FALSE
"920278.BJ","鹿得医疗","北证","2020-07-27","专用设备制造业","南通市",10.7841,4.1973,78.1428,FALSE,264,FALSE
"920974.BJ","凯大催化","北证","2023-03-08","化学原料和化学制品制造业","杭州市",10.778,7.2493,32.8803,FALSE,265,FALSE
"920436.BJ","大地电气","北证","2021-11-15","汽车制造业","南通市",10.7703,3.7881,982.8207,FALSE,266,FALSE
"920765.BJ","美之高","北证","2021-07-05","家具制造业","深圳市",10.752,3.1181,-440.4799,FALSE,267,FALSE
"920014.BJ","特瑞斯","北证","2022-12-13","专用设备制造业","常州市",10.7234,3.8321,114.2652,FALSE,268,FALSE
"920580.BJ","科创新材","北证","2022-05-13","非金属矿物制品业","洛阳市",10.6812,4.8061,51.647,FALSE,269,FALSE
"920212.BJ","智新电子","北证","2021-06-08","计算机、通信和其他电子设备制造业","潍坊市",10.663,2.9615,317.2007,FALSE,270,FALSE
"920419.BJ","路斯股份","北证","2022-03-11","农副食品加工业","寿光市",10.4443,5.3368,19.2308,FALSE,271,FALSE
"920110.BJ","雷特科技","北证","2022-12-06","计算机、通信和其他电子设备制造业","珠海市",10.4286,2.8778,25.9423,FALSE,272,FALSE
"920230.BJ","欧康医药","北证","2022-12-09","医药制造业","邛崃市",10.4092,2.8751,86.5599,FALSE,273,FALSE
"920118.BJ","太湖远大","北证","2024-08-22","橡胶和塑料制品业","湖州市",10.4043,5.4201,30.6352,FALSE,274,FALSE
"920445.BJ","龙竹科技","北证","2020-07-27","家具制造业","南平市",10.4013,6.3893,46.8175,FALSE,275,FALSE
"920685.BJ","新芝生物","北证","2022-10-10","仪器仪表制造业","宁波市",10.2681,5.5081,28.7936,FALSE,276,FALSE
"920016.BJ","中草香料","北证","2024-09-13","化学原料和化学制品制造业","蚌埠市",10.2386,4.0768,47.3833,FALSE,277,FALSE
"920478.BJ","峆一药业","北证","2023-02-23","医药制造业","天长市",10.2258,2.5299,29.9394,FALSE,278,FALSE
"920871.BJ","派特尔","北证","2022-07-22","橡胶和塑料制品业","珠海市",10.2168,3.3806,93.5434,FALSE,279,FALSE
"920471.BJ","美邦科技","北证","2023-05-25","化学原料和化学制品制造业","石家庄市",10.1338,3.876,-51.404,FALSE,280,FALSE
"920553.BJ","凯腾精工","北证","2021-08-06","专用设备制造业","北京市",10.0296,3.9281,36.7188,FALSE,281,FALSE
"920245.BJ","威博液压","北证","2022-01-06","通用设备制造业","淮安市",10.0087,3.7876,63.28,FALSE,282,FALSE
"920950.BJ","迅安科技","北证","2023-01-11","专用设备制造业","常州市",9.9129,2.7292,24.8152,FALSE,283,FALSE
"920926.BJ","鸿智科技","北证","2023-08-08","电气机械和器材制造业","湛江市",9.8965,2.6406,47.2969,FALSE,284,FALSE
"920957.BJ","汉维科技","北证","2022-12-14","化学原料和化学制品制造业","东莞市",9.861,2.0456,115.7073,FALSE,285,FALSE
"920718.BJ","合肥高科","北证","2022-12-22","电气机械和器材制造业","合肥市",9.5653,2.8844,42.5678,FALSE,286,FALSE
"920931.BJ","无锡鼎邦","北证","2024-04-08","专用设备制造业","无锡市",9.4681,2.9006,190.324,FALSE,287,FALSE
"920275.BJ","驱动力","北证","2021-01-25","农副食品加工业","广州市",9.4192,2.9047,249.2385,FALSE,288,FALSE
"920719.BJ","宁新新材","北证","2023-05-26","非金属矿物制品业","宜春市",9.4117,6.7504,-1.7848,FALSE,289,FALSE
"920802.BJ","保丽洁","北证","2023-02-06","专用设备制造业","张家港市",9.1193,2.3915,35.76,FALSE,290,FALSE
"920508.BJ","殷图网联","北证","2020-07-27","软件和信息技术服务业","北京市",9.108,3.0483,358.0978,FALSE,291,FALSE
"920469.BJ","富恒新材","北证","2023-09-18","橡胶和塑料制品业","深圳市",9.1051,4.9607,-7.4993,FALSE,292,FALSE
"920855.BJ","浙江大农","北证","2022-12-29","通用设备制造业","台州市",9.0876,2.474,33.4474,FALSE,293,FALSE
"920781.BJ","瑞奇智造","北证","2022-12-26","专用设备制造业","成都市",9.0731,5.5022,-17.1732,FALSE,294,FALSE
"920132.BJ","泰鹏智能","北证","2023-11-16","家具制造业","肥城市",8.9947,2.7584,52.7749,FALSE,295,FALSE
"920300.BJ","辰光医疗","北证","2022-12-07","专用设备制造业","上海市",8.9882,5.6089,-15.1999,FALSE,296,FALSE
"920057.BJ","百甲科技","北证","2023-03-14","金属制品业","徐州市",8.9363,5.111,73.0561,FALSE,297,FALSE
"920030.BJ","德众汽车","北证","2020-11-27","零售业","怀化市",8.8168,3.5688,-28.49,FALSE,298,FALSE
"920519.BJ","万德股份","北证","2023-09-15","化学原料和化学制品制造业","西安市",8.7294,5.4309,33.9597,FALSE,299,FALSE
"920832.BJ","齐鲁华信","北证","2021-02-23","化学原料和化学制品制造业","淄博市",8.7144,7.4624,-71.2595,FALSE,300,FALSE
"920856.BJ","浩淼科技","北证","2020-12-25","专用设备制造业","明光市",8.6755,2.9661,171.3488,FALSE,301,FALSE
"920679.BJ","前进科技","北证","2023-11-10","通用设备制造业","丽水市",8.573,2.6922,34.4473,FALSE,302,FALSE
"920266.BJ","生物谷","北证","2020-07-27","医药制造业","弥勒市",8.432,4.4763,-21.3443,FALSE,303,FALSE
"920608.BJ","丰安股份","北证","2022-12-16","通用设备制造业","金华市",8.4273,4.252,24.8334,FALSE,304,FALSE
"920260.BJ","中寰股份","北证","2021-11-15","仪器仪表制造业","成都市",8.2115,3.3732,25.3339,FALSE,305,FALSE
"920527.BJ","夜光明","北证","2022-10-27","化学原料和化学制品制造业","台州市",8.1838,4.0248,41.3848,FALSE,306,FALSE
"920422.BJ","润普食品","北证","2023-03-01","食品制造业","连云港市",8.1493,3.1797,34.4597,FALSE,307,FALSE
"920810.BJ","春光智能","北证","2022-12-16","通用设备制造业","锦州市",8.1419,3.1132,-249.9179,FALSE,308,FALSE
"920717.BJ","瑞星股份","北证","2023-07-03","专用设备制造业","衡水市",8.0735,2.5541,-65.6993,FALSE,309,FALSE
"920370.BJ","新安洁","北证","2020-07-27","公共设施管理业","重庆市",7.6572,3.4731,-9.9371,FALSE,310,FALSE
"920145.BJ","恒合股份","北证","2021-11-15","仪器仪表制造业","北京市",7.5912,3.2559,-71.5067,FALSE,311,FALSE
"920267.BJ","鑫汇科","北证","2022-05-27","计算机、通信和其他电子设备制造业","深圳市",7.4874,3.2177,-32.707,FALSE,312,FALSE
"920504.BJ","博迅生物","北证","2023-08-17","仪器仪表制造业","上海市",7.306,2.3346,48.1584,FALSE,313,FALSE
"920146.BJ","华阳变速","北证","2021-07-20","汽车制造业","十堰市",7.249,4.391,-16.8929,FALSE,314,FALSE
"920895.BJ","花溪科技","北证","2023-04-06","专用设备制造业","新乡市",7.2464,2.5371,-204.6063,FALSE,315,FALSE
"920414.BJ","欧普泰","北证","2022-12-12","专用设备制造业","上海市",7.0657,4.3596,-31.4199,FALSE,316,FALSE
"920023.BJ","*ST田野","北证","2023-02-02","酒、饮料和精制茶制造业","北海市",6.186,4.5489,72.4022,FALSE,317,FALSE
"920090.BJ","*ST同辉","北证","2021-08-09","软件和信息技术服务业","北京市",6.1793,4.2834,-10.1595,FALSE,318,FALSE
"920149.BJ","旭杰科技","北证","2020-07-27","专业技术服务业","苏州市",6.1263,3.5265,-13.3469,FALSE,319,FALSE
"920970.BJ","大禹生物","北证","2022-05-18","食品制造业","运城市",6.0386,2.9642,-13.7148,FALSE,320,FALSE
"920305.BJ","*ST云创","北证","2021-08-26","软件和信息技术服务业","南京市",4.7258,2.3952,-3.2678,FALSE,321,FALSE
