"company_code","company_name","board","listing_date","province","city","industry","strategic_sector","is_bse","is_high_tech","is_specialized_new","longitude","latitude"
"920206.BJ","彩客科技","北证","2026-06-08","河北省","沧州市","化学原料和化学制品制造业","新材料",TRUE,FALSE,TRUE,116.857461,38.310582
"920100.BJ","三协电机","北证","2025-09-08","江苏省","常州市","电气机械和器材制造业","高端制造",TRUE,TRUE,FALSE,119.946973,31.772752
"920978.BJ","开特股份","北证","2023-09-28","湖北省","武汉市","汽车制造业","高端制造",TRUE,TRUE,FALSE,114.298572,30.584355
"920981.BJ","晶赛科技","北证","2021-11-15","安徽省","铜陵市","计算机、通信和其他电子设备制造业","数字经济",TRUE,TRUE,TRUE,117.816576,30.929935
"920200.BJ","振宏股份","北证","2026-05-07","江苏省","江阴市","金属制品业","高端制造",TRUE,TRUE,FALSE,120.310679,31.837425
"920020.BJ","泰凯英","北证","2025-10-28","山东省","青岛市","橡胶和塑料制品业","新材料",TRUE,FALSE,TRUE,120.355173,36.082982
"920019.BJ","铜冠矿建","北证","2024-10-11","安徽省","铜陵市","开采专业及辅助性活动","专精特新服务",TRUE,FALSE,FALSE,117.816576,30.929935
"920002.BJ","万达轴承","北证","2024-05-30","江苏省","如皋市","通用设备制造业","高端制造",TRUE,TRUE,FALSE,120.580144,32.273616
"920961.BJ","创远信科","北证","2020-07-27","上海","上海市","仪器仪表制造业","高端制造",TRUE,TRUE,TRUE,121.472644,31.231706
"920012.BJ","创达新材","北证","2026-04-13","江苏省","无锡市","计算机、通信和其他电子设备制造业","数字经济",TRUE,TRUE,FALSE,120.301663,31.574729
"920096.BJ","嘉晨智能","北证","2026-05-18","河南省","郑州市","仪器仪表制造业","高端制造",TRUE,TRUE,TRUE,113.665412,34.757975
"920819.BJ","颖泰生物","北证","2020-07-27","北京","北京市","化学原料和化学制品制造业","新材料",TRUE,FALSE,FALSE,116.405285,39.904989
"920839.BJ","万通液压","北证","2020-11-09","山东省","日照市","通用设备制造业","高端制造",TRUE,TRUE,TRUE,119.461208,35.428588
"920418.BJ","苏轴股份","北证","2020-07-27","江苏省","苏州市","通用设备制造业","高端制造",TRUE,TRUE,FALSE,120.619585,31.299379
"920699.BJ","海达尔","北证","2023-05-09","江苏省","无锡市","金属制品业","高端制造",TRUE,TRUE,TRUE,120.301663,31.574729
"920806.BJ","云星宇","北证","2024-01-11","北京","北京市","软件和信息技术服务业","数字经济",TRUE,TRUE,TRUE,116.405285,39.904989
"920953.BJ","国子软件","北证","2023-08-23","山东省","济南市","软件和信息技术服务业","数字经济",TRUE,TRUE,TRUE,117.000923,36.675807
"920735.BJ","德源药业","北证","2021-02-19","江苏省","连云港市","医药制造业","生命健康",TRUE,TRUE,FALSE,119.178821,34.600018
"920247.BJ","华密新材","北证","2022-12-23","河北省","邢台市","橡胶和塑料制品业","新材料",TRUE,FALSE,FALSE,114.508851,37.0682
"920028.BJ","新恒泰","北证","2026-03-20","浙江省","嘉兴市","橡胶和塑料制品业","新材料",TRUE,FALSE,FALSE,120.750865,30.762653
"920088.BJ","科力股份","北证","2024-10-29","新疆维吾尔自治区","克拉玛依市","开采专业及辅助性活动","专精特新服务",TRUE,FALSE,TRUE,84.873946,45.595886
"920339.BJ","恒太照明","北证","2022-11-17","江苏省","南通市","电气机械和器材制造业","高端制造",TRUE,TRUE,FALSE,120.864608,32.016212
"920009.BJ","丹娜生物","北证","2025-11-03","天津","天津市","医药制造业","生命健康",TRUE,TRUE,FALSE,117.190182,39.125596
"920821.BJ","则成电子","北证","2022-07-06","广东省","深圳市","计算机、通信和其他电子设备制造业","数字经济",TRUE,TRUE,TRUE,114.085947,22.547
"920879.BJ","基康技术","北证","2022-12-20","北京","北京市","仪器仪表制造业","高端制造",TRUE,TRUE,TRUE,116.405285,39.904989
"920720.BJ","吉冈精密","北证","2021-11-24","江苏省","无锡市","汽车制造业","高端制造",TRUE,TRUE,FALSE,120.301663,31.574729
"920533.BJ","骏创科技","北证","2022-05-24","江苏省","苏州市","汽车制造业","高端制造",TRUE,TRUE,TRUE,120.619585,31.299379
"920405.BJ","海希通讯","北证","2021-11-05","上海","上海市","仪器仪表制造业","高端制造",TRUE,TRUE,FALSE,121.472644,31.231706
"920489.BJ","佳先股份","北证","2020-07-27","安徽省","蚌埠市","化学原料和化学制品制造业","新材料",TRUE,FALSE,TRUE,117.363228,32.939667
"920026.BJ","卓兆点胶","北证","2023-10-19","江苏省","苏州市","专用设备制造业","高端制造",TRUE,TRUE,TRUE,120.619585,31.299379
"920018.BJ","宏远股份","北证","2025-08-20","辽宁省","沈阳市","电气机械和器材制造业","高端制造",TRUE,TRUE,TRUE,123.429096,41.796767
"920126.BJ","永大股份","北证","2026-06-15","江苏省","如皋市","专用设备制造业","高端制造",TRUE,TRUE,TRUE,120.580144,32.273616
"920001.BJ","纬达光电","北证","2022-12-27","广东省","佛山市","计算机、通信和其他电子设备制造业","数字经济",TRUE,TRUE,FALSE,113.122717,23.028762
"920682.BJ","球冠电缆","北证","2020-07-27","浙江省","宁波市","电气机械和器材制造业","高端制造",TRUE,TRUE,TRUE,121.549792,29.868388
"920208.BJ","青矩技术","北证","2023-06-29","北京","北京市","专业技术服务业","专精特新服务",TRUE,FALSE,TRUE,116.405285,39.904989
"920284.BJ","灵鸽科技","北证","2023-12-19","江苏省","无锡市","专用设备制造业","高端制造",TRUE,TRUE,TRUE,120.301663,31.574729
"920091.BJ","大鹏工业","北证","2025-11-21","黑龙江省","哈尔滨市","专用设备制造业","高端制造",TRUE,TRUE,FALSE,126.642464,45.756967
"920160.BJ","北矿检测","北证","2025-11-18","北京","北京市","专业技术服务业","专精特新服务",TRUE,FALSE,TRUE,116.405285,39.904989
"920190.BJ","雷神科技","北证","2022-12-23","山东省","青岛市","计算机、通信和其他电子设备制造业","数字经济",TRUE,TRUE,TRUE,120.355173,36.082982
"920005.BJ","鼎佳精密","北证","2025-07-31","江苏省","昆山市","计算机、通信和其他电子设备制造业","数字经济",TRUE,TRUE,TRUE,120.965808,31.328937
"920099.BJ","瑞华技术","北证","2024-09-25","江苏省","常州市","专业技术服务业","专精特新服务",TRUE,FALSE,FALSE,119.946973,31.772752
"920225.BJ","利通科技","北证","2021-02-25","河南省","漯河市","橡胶和塑料制品业","新材料",TRUE,FALSE,FALSE,114.026405,33.575855
"920101.BJ","志高机械","北证","2025-08-14","浙江省","衢州市","专用设备制造业","高端制造",TRUE,TRUE,FALSE,118.87263,28.941708
"920046.BJ","亿能电力","北证","2022-10-13","江苏省","无锡市","电气机械和器材制造业","高端制造",TRUE,TRUE,FALSE,120.301663,31.574729
"920188.BJ","悦龙科技","北证","2026-03-30","山东省","莱州市","橡胶和塑料制品业","新材料",TRUE,FALSE,TRUE,120.001344,37.190401
"920344.BJ","三元基因","北证","2021-01-08","北京","北京市","医药制造业","生命健康",TRUE,TRUE,TRUE,116.405285,39.904989
"920662.BJ","方盛股份","北证","2022-11-28","江苏省","无锡市","通用设备制造业","高端制造",TRUE,TRUE,TRUE,120.301663,31.574729
"920526.BJ","凯华材料","北证","2022-12-22","天津","天津市","计算机、通信和其他电子设备制造业","数字经济",TRUE,TRUE,TRUE,117.190182,39.125596
"920122.BJ","中纺标","北证","2022-09-27","北京","北京市","专业技术服务业","专精特新服务",TRUE,FALSE,FALSE,116.405285,39.904989
"920885.BJ","星辰科技","北证","2021-07-08","广西壮族自治区","桂林市","仪器仪表制造业","高端制造",TRUE,TRUE,FALSE,110.299121,25.274215
"920036.BJ","觅睿科技","北证","2026-03-09","浙江省","杭州市","计算机、通信和其他电子设备制造业","数字经济",TRUE,TRUE,FALSE,120.153576,30.287459
"920021.BJ","流金科技","北证","2020-07-27","北京","北京市","电信、广播电视和卫星传输服务","专精特新服务",TRUE,FALSE,FALSE,116.405285,39.904989
"920106.BJ","林泰新材","北证","2024-12-18","江苏省","南通市","汽车制造业","高端制造",TRUE,TRUE,FALSE,120.864608,32.016212
"920693.BJ","阿为特","北证","2023-10-27","上海","上海市","金属制品业","高端制造",TRUE,TRUE,TRUE,121.472644,31.231706
"920159.BJ","农大科技","北证","2026-01-28","山东省","肥城市","化学原料和化学制品制造业","新材料",TRUE,FALSE,FALSE,116.744762,36.112514
"920223.BJ","荣亿精密","北证","2022-06-09","浙江省","嘉兴市","通用设备制造业","高端制造",TRUE,TRUE,TRUE,120.750865,30.762653
"920807.BJ","奔朗新材","北证","2022-12-20","广东省","佛山市","非金属矿物制品业","新材料",TRUE,FALSE,TRUE,113.122717,23.028762
"920579.BJ","机科股份","北证","2023-11-30","北京","北京市","通用设备制造业","高端制造",TRUE,TRUE,FALSE,116.405285,39.904989
"920505.BJ","九菱科技","北证","2022-12-21","湖北省","荆州市","金属制品业","高端制造",TRUE,TRUE,FALSE,112.23813,30.326857
"920357.BJ","雅葆轩","北证","2022-11-18","安徽省","芜湖市","计算机、通信和其他电子设备制造业","数字经济",TRUE,TRUE,FALSE,118.376451,31.326319
"920086.BJ","科马材料","北证","2026-01-16","浙江省","丽水市","汽车制造业","高端制造",TRUE,TRUE,FALSE,119.921786,28.451993
"920089.BJ","禾昌聚合","北证","2021-11-09","江苏省","苏州市","橡胶和塑料制品业","新材料",TRUE,FALSE,FALSE,120.619585,31.299379
"920112.BJ","巴兰仕","北证","2025-08-28","上海","上海市","专用设备制造业","高端制造",TRUE,TRUE,TRUE,121.472644,31.231706
"920227.BJ","美登科技","北证","2022-12-28","浙江省","杭州市","软件和信息技术服务业","数字经济",TRUE,TRUE,TRUE,120.153576,30.287459
"920171.BJ","志晟信息","北证","2021-11-15","河北省","廊坊市","软件和信息技术服务业","数字经济",TRUE,TRUE,TRUE,116.713873,39.529244
"920273.BJ","一致魔芋","北证","2023-02-21","湖北省","宜昌市","食品制造业","专精特新服务",TRUE,FALSE,FALSE,111.290843,30.702636
"920010.BJ","凯添燃气","北证","2020-07-27","宁夏回族自治区","银川市","燃气生产和供应业","绿色低碳",TRUE,TRUE,FALSE,106.278179,38.46637
"920121.BJ","江天科技","北证","2025-12-25","江苏省","苏州市","印刷和记录媒介复制业","专精特新服务",TRUE,FALSE,FALSE,120.619585,31.299379
"920790.BJ","联迪信息","北证","2022-09-02","江苏省","南京市","软件和信息技术服务业","数字经济",TRUE,TRUE,TRUE,118.767413,32.041544
"920592.BJ","华信永道","北证","2023-07-10","北京","北京市","软件和信息技术服务业","数字经济",TRUE,TRUE,TRUE,116.405285,39.904989
"920017.BJ","星昊医药","北证","2023-05-31","北京","北京市","医药制造业","生命健康",TRUE,TRUE,TRUE,116.405285,39.904989
"920892.BJ","广咨国际","北证","2021-10-28","广东省","广州市","专业技术服务业","专精特新服务",TRUE,FALSE,FALSE,113.280637,23.125178
"920207.BJ","众诚科技","北证","2022-09-23","河南省","郑州市","软件和信息技术服务业","数字经济",TRUE,TRUE,TRUE,113.665412,34.757975
"920055.BJ","隆源股份","北证","2026-03-31","浙江省","宁波市","汽车制造业","高端制造",TRUE,TRUE,FALSE,121.549792,29.868388
"920476.BJ","海能技术","北证","2022-10-14","山东省","济南市","仪器仪表制造业","高端制造",TRUE,TRUE,TRUE,117.000923,36.675807
"920035.BJ","精创电气","北证","2025-12-02","江苏省","徐州市","仪器仪表制造业","高端制造",TRUE,TRUE,FALSE,117.184811,34.261792
"920124.BJ","南特科技","北证","2025-11-27","广东省","珠海市","通用设备制造业","高端制造",TRUE,TRUE,FALSE,113.552724,22.255899
"920252.BJ","天宏锂电","北证","2023-01-19","浙江省","湖州市","电气机械和器材制造业","高端制造",TRUE,TRUE,FALSE,120.102398,30.867198
"920779.BJ","武汉蓝电","北证","2023-06-01","湖北省","武汉市","仪器仪表制造业","高端制造",TRUE,TRUE,TRUE,114.298572,30.584355
"920167.BJ","同享科技","北证","2020-07-27","江苏省","苏州市","电气机械和器材制造业","高端制造",TRUE,TRUE,TRUE,120.619585,31.299379
"920218.BJ","新天力","北证","2026-05-29","浙江省","台州市","橡胶和塑料制品业","新材料",TRUE,FALSE,TRUE,121.428599,28.661378
"920914.BJ","远航精密","北证","2022-11-11","江苏省","宜兴市","计算机、通信和其他电子设备制造业","数字经济",TRUE,TRUE,FALSE,119.790265,31.362245
"920751.BJ","惠同新材","北证","2023-07-17","湖南省","益阳市","金属制品业","高端制造",TRUE,TRUE,TRUE,112.355042,28.570066
"920403.BJ","康农种业","北证","2024-01-18","湖北省","宜昌市","农业","专精特新服务",TRUE,FALSE,FALSE,111.290843,30.702636
"920748.BJ","路桥信息","北证","2023-08-16","福建省","厦门市","软件和信息技术服务业","数字经济",TRUE,TRUE,TRUE,118.11022,24.490474
"920152.BJ","昆工科技","北证","2022-09-01","云南省","昆明市","专用设备制造业","高端制造",TRUE,TRUE,TRUE,102.712251,25.040609
"920080.BJ","奥美森","北证","2025-10-10","广东省","中山市","专用设备制造业","高端制造",TRUE,TRUE,FALSE,113.382391,22.521113
"920694.BJ","中裕科技","北证","2023-04-24","江苏省","泰州市","橡胶和塑料制品业","新材料",TRUE,FALSE,FALSE,119.915176,32.484882
"920729.BJ","永顺生物","北证","2020-07-27","广东省","广州市","医药制造业","生命健康",TRUE,TRUE,FALSE,113.280637,23.125178
"920033.BJ","康普化学","北证","2022-12-21","重庆","重庆市","化学原料和化学制品制造业","新材料",TRUE,FALSE,TRUE,106.504962,29.533155
"920564.BJ","天润科技","北证","2022-06-17","陕西省","西安市","软件和信息技术服务业","数字经济",TRUE,TRUE,TRUE,108.948024,34.263161
"920069.BJ","普昂医疗","北证","2026-03-27","浙江省","杭州市","专用设备制造业","高端制造",TRUE,TRUE,FALSE,120.153576,30.287459
"920050.BJ","爱舍伦","北证","2026-01-21","江苏省","苏州市","医药制造业","生命健康",TRUE,TRUE,FALSE,120.619585,31.299379
"920011.BJ","晨光电机","北证","2026-04-08","浙江省","舟山市","电气机械和器材制造业","高端制造",TRUE,TRUE,TRUE,122.106863,30.016028
"920128.BJ","胜业电气","北证","2024-11-29","广东省","佛山市","电气机械和器材制造业","高端制造",TRUE,TRUE,FALSE,113.122717,23.028762
"920726.BJ","朱老六","北证","2021-05-27","吉林省","长春市","食品制造业","专精特新服务",TRUE,FALSE,TRUE,125.3245,43.886841
"920169.BJ","七丰精工","北证","2022-04-15","浙江省","嘉兴市","通用设备制造业","高端制造",TRUE,TRUE,FALSE,120.750865,30.762653
"920187.BJ","通领科技","北证","2026-03-05","上海","上海市","汽车制造业","高端制造",TRUE,TRUE,TRUE,121.472644,31.231706
"920663.BJ","明阳科技","北证","2023-03-15","江苏省","苏州市","汽车制造业","高端制造",TRUE,TRUE,FALSE,120.619585,31.299379
"920003.BJ","中诚咨询","北证","2025-11-07","江苏省","苏州市","专业技术服务业","专精特新服务",TRUE,FALSE,FALSE,120.619585,31.299379
"920191.BJ","瑞尔竞达","北证","2026-04-20","安徽省","明光市","非金属矿物制品业","新材料",TRUE,FALSE,TRUE,118.140727,32.811836
"920158.BJ","长江能科","北证","2025-10-16","江苏省","扬中市","专用设备制造业","高端制造",TRUE,TRUE,FALSE,119.845138,32.189469
"920007.BJ","酉立智能","北证","2025-08-08","江苏省","苏州市","金属制品业","高端制造",TRUE,TRUE,FALSE,120.619585,31.299379
"920523.BJ","德瑞锂电","北证","2021-06-03","广东省","惠州市","电气机械和器材制造业","高端制造",TRUE,TRUE,FALSE,114.412599,23.079404
"920425.BJ","乐创技术","北证","2023-01-30","四川省","成都市","软件和信息技术服务业","数字经济",TRUE,TRUE,TRUE,104.065735,30.659462
"920062.BJ","科润智控","北证","2022-07-13","浙江省","江山市","电气机械和器材制造业","高端制造",TRUE,TRUE,TRUE,118.607086,28.58197
"920092.BJ","汉鑫科技","北证","2021-11-15","山东省","烟台市","软件和信息技术服务业","数字经济",TRUE,TRUE,FALSE,121.391382,37.539297
"920082.BJ","方正阀门","北证","2024-12-26","浙江省","温州市","通用设备制造业","高端制造",TRUE,TRUE,FALSE,120.672111,28.000575
"920184.BJ","国源科技","北证","2020-07-27","北京","北京市","软件和信息技术服务业","数字经济",TRUE,TRUE,TRUE,116.405285,39.904989
"920087.BJ","秋乐种业","北证","2022-12-07","河南省","郑州市","农、林、牧、渔专业及辅助性活动","专精特新服务",TRUE,FALSE,FALSE,113.665412,34.757975
"920689.BJ","克莱特","北证","2022-03-21","山东省","威海市","通用设备制造业","高端制造",TRUE,TRUE,TRUE,122.116394,37.509691
"920870.BJ","恒进感应","北证","2022-07-05","湖北省","十堰市","通用设备制造业","高端制造",TRUE,TRUE,FALSE,110.787916,32.646907
"920363.BJ","莱赛激光","北证","2023-12-28","江苏省","常州市","仪器仪表制造业","高端制造",TRUE,TRUE,TRUE,119.946973,31.772752
"920792.BJ","东和新材","北证","2023-03-30","辽宁省","海城市","非金属矿物制品业","新材料",TRUE,FALSE,FALSE,122.791201,40.840354
"920706.BJ","铁拓机械","北证","2024-03-08","福建省","泉州市","专用设备制造业","高端制造",TRUE,TRUE,TRUE,118.589421,24.908853
"920166.BJ","海圣医疗","北证","2026-02-12","浙江省","绍兴市","专用设备制造业","高端制造",TRUE,TRUE,TRUE,120.582112,29.997117
"920221.BJ","易实精密","北证","2023-06-08","江苏省","南通市","汽车制造业","高端制造",TRUE,TRUE,TRUE,120.864608,32.016212
"920924.BJ","广脉科技","北证","2021-11-03","浙江省","杭州市","软件和信息技术服务业","数字经济",TRUE,TRUE,TRUE,120.153576,30.287459
"920396.BJ","常辅股份","北证","2020-11-18","江苏省","常州市","仪器仪表制造业","高端制造",TRUE,TRUE,FALSE,119.946973,31.772752
"920199.BJ","倍益康","北证","2022-12-01","四川省","成都市","计算机、通信和其他电子设备制造业","数字经济",TRUE,TRUE,TRUE,104.065735,30.659462
"920701.BJ","豪声电子","北证","2023-07-19","浙江省","嘉兴市","计算机、通信和其他电子设备制造业","数字经济",TRUE,TRUE,TRUE,120.750865,30.762653
"920108.BJ","宏海科技","北证","2025-02-06","湖北省","武汉市","电气机械和器材制造业","高端制造",TRUE,TRUE,TRUE,114.298572,30.584355
"920061.BJ","西磁科技","北证","2023-12-21","浙江省","宁波市","专用设备制造业","高端制造",TRUE,TRUE,TRUE,121.549792,29.868388
"920578.BJ","巨能股份","北证","2023-05-12","宁夏回族自治区","银川市","通用设备制造业","高端制造",TRUE,TRUE,TRUE,106.278179,38.46637
"920985.BJ","海泰新能","北证","2022-08-08","河北省","唐山市","电气机械和器材制造业","高端制造",TRUE,TRUE,TRUE,118.175393,39.635113
"920098.BJ","科隆新材","北证","2024-12-05","陕西省","咸阳市","橡胶和塑料制品业","新材料",TRUE,FALSE,FALSE,108.705117,34.333439
"920299.BJ","灿能电力","北证","2022-06-10","江苏省","南京市","仪器仪表制造业","高端制造",TRUE,TRUE,TRUE,118.767413,32.041544
"920056.BJ","能之光","北证","2025-08-22","浙江省","宁波市","橡胶和塑料制品业","新材料",TRUE,FALSE,FALSE,121.549792,29.868388
"920770.BJ","艾能聚","北证","2023-02-28","浙江省","嘉兴市","电气机械和器材制造业","高端制造",TRUE,TRUE,FALSE,120.750865,30.762653
"920076.BJ","国亮新材","北证","2026-01-22","河北省","唐山市","非金属矿物制品业","新材料",TRUE,FALSE,FALSE,118.175393,39.635113
"920304.BJ","迪尔化工","北证","2023-04-18","山东省","泰安市","化学原料和化学制品制造业","新材料",TRUE,FALSE,FALSE,117.129063,36.194968
"920180.BJ","爱得科技","北证","2026-02-10","江苏省","张家港市","专用设备制造业","高端制造",TRUE,TRUE,TRUE,120.627279,31.907812
"920703.BJ","广厦环能","北证","2023-12-05","北京","北京市","专用设备制造业","高端制造",TRUE,TRUE,TRUE,116.405285,39.904989
"920837.BJ","华原股份","北证","2023-05-15","广西壮族自治区","玉林市","汽车制造业","高端制造",TRUE,TRUE,TRUE,110.154393,22.63136
"920183.BJ","海菲曼","北证","2026-03-04","江苏省","昆山市","计算机、通信和其他电子设备制造业","数字经济",TRUE,TRUE,TRUE,120.965808,31.328937
"920627.BJ","力王股份","北证","2023-09-07","广东省","东莞市","电气机械和器材制造业","高端制造",TRUE,TRUE,TRUE,113.746262,23.046237
"920670.BJ","数字人","北证","2020-12-08","山东省","济南市","软件和信息技术服务业","数字经济",TRUE,TRUE,FALSE,117.000923,36.675807
"920371.BJ","欧福蛋业","北证","2023-01-18","江苏省","苏州市","农副食品加工业","专精特新服务",TRUE,FALSE,TRUE,120.619585,31.299379
"920690.BJ","捷众科技","北证","2024-01-05","浙江省","绍兴市","汽车制造业","高端制造",TRUE,TRUE,TRUE,120.582112,29.997117
