"as_of_date","listed_company_count","current_year_new_listed_count","previous_year_new_listed_count","total_market_cap_yi","float_market_cap_yi","avg_daily_turnover_yi","pe_median","top10_market_cap_share","data_source","last_update_time"
"2026-06-18",321,34,26,8817.8189,3198.1384,217.0103,39.6612,0.218508,"上市公司基本情况.xlsx; 市场板块成交统计.xlsx","2026-06-19 20:52:24"
